10.2919 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
35.0177 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
37.3996 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A597B2DA00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A5987E2D30>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
37.3999 	EXP 	window1: mouseVisible = True
37.3999 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
37.3999 	EXP 	window1: recordFrameIntervals = False
37.5664 	EXP 	window1: recordFrameIntervals = True
37.7491 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
37.7491 	EXP 	window1: recordFrameIntervals = False
46.4532 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='malgun gothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
46.4762 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='malgun gothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
46.4939 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='malgun gothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
47.5364 	EXP 	Sound sound_1 set volume 1.000
47.5494 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='malgun gothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
47.5518 	EXP 	Sound sound_2 set volume 1.000
47.5639 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='malgun gothic', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
47.8346 	EXP 	Created back = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='back', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128.0, units='height', win=Window(...))
47.8398 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128.0, units='height', win=Window(...))
47.8399 	EXP 	Sound sound_3 set volume 1.000
47.8546 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='malgun gothic', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='실험이 끝났습니다.', units='height', win=Window(...), wrapWidth=1)
47.8651 	EXP 	text: autoDraw = True
48.6808 	DATA 	Keypress: space
48.6841 	EXP 	text: autoDraw = False
48.6841 	EXP 	text_2: autoDraw = True
49.6743 	DATA 	Keypress: space
51.6703 	EXP 	text_3: autoDraw = True
51.6864 	EXP 	text_2: autoDraw = False
53.4542 	DATA 	Keypress: 1
54.7974 	DATA 	Keypress: 1
54.8003 	EXP 	text_2: autoDraw = False
54.8003 	EXP 	text_3: autoDraw = False
54.8003 	EXP 	text_4: autoDraw = True
55.4518 	DATA 	Keypress: 1
55.6686 	DATA 	Keypress: 1
55.9517 	DATA 	Keypress: 0
56.1346 	DATA 	Keypress: 0
56.3011 	DATA 	Keypress: 0
56.4688 	DATA 	Keypress: 0
56.6507 	DATA 	Keypress: 0
56.9034 	DATA 	Keypress: 0
56.9149 	EXP 	text_4: autoDraw = False
56.9149 	EXP 	text_5: autoDraw = True
57.0673 	DATA 	Keypress: 0
57.7405 	EXP 	Imported stim.xlsx as conditions, 4 conditions, 4 params
57.7429 	EXP 	Created sequence: random, trialTypes=4, nReps=5, seed=None
57.7433 	EXP 	New trial (rep=0, index=0): {'sound': 'R.wav', 'button': 'R.png', 'corr': 0, 'congruent': 1}
57.7957 	DATA 	Keypress: space
57.8027 	EXP 	text_5: autoDraw = False
57.8027 	EXP 	image: image = 'R.png'
57.8027 	EXP 	back: autoDraw = True
58.2365 	EXP 	New trial (rep=0, index=1): {'sound': 'R.wav', 'button': 'L.png', 'corr': 0, 'congruent': 0}
58.2681 	DATA 	Keypress: 1
58.2749 	EXP 	back: autoDraw = False
58.2749 	EXP 	image: autoDraw = False
58.2749 	EXP 	image: image = 'L.png'
58.2749 	EXP 	back: autoDraw = True
58.3533 	EXP 	New trial (rep=0, index=2): {'sound': 'L.wav', 'button': 'L.png', 'corr': 1, 'congruent': 1}
58.7134 	DATA 	Keypress: 0
58.7138 	DATA 	Keypress: 1
58.7141 	DATA 	Keypress: 0
58.7144 	DATA 	Keypress: 1
58.7221 	EXP 	back: autoDraw = False
58.7221 	EXP 	image: autoDraw = False
58.7221 	EXP 	image: image = 'L.png'
58.7221 	EXP 	back: autoDraw = True
58.7698 	DATA 	Keypress: 1
58.7856 	EXP 	New trial (rep=0, index=3): {'sound': 'L.wav', 'button': 'R.png', 'corr': 1, 'congruent': 0}
58.8123 	EXP 	back: autoDraw = False
58.8123 	EXP 	image: autoDraw = False
58.8123 	EXP 	image: image = 'R.png'
58.8123 	EXP 	back: autoDraw = True
58.9684 	EXP 	New trial (rep=1, index=0): {'sound': 'R.wav', 'button': 'L.png', 'corr': 0, 'congruent': 0}
59.2339 	DATA 	Keypress: 1
59.2342 	DATA 	Keypress: 1
59.2411 	EXP 	back: autoDraw = False
59.2411 	EXP 	image: autoDraw = False
59.2411 	EXP 	image: image = 'L.png'
59.2411 	EXP 	back: autoDraw = True
59.3021 	EXP 	New trial (rep=1, index=1): {'sound': 'L.wav', 'button': 'L.png', 'corr': 1, 'congruent': 1}
59.3208 	DATA 	Keypress: 0
59.3278 	EXP 	back: autoDraw = False
59.3278 	EXP 	image: autoDraw = False
59.3278 	EXP 	image: image = 'L.png'
59.3278 	EXP 	back: autoDraw = True
59.4347 	EXP 	New trial (rep=1, index=2): {'sound': 'R.wav', 'button': 'R.png', 'corr': 0, 'congruent': 1}
59.6233 	DATA 	Keypress: 1
59.6303 	EXP 	back: autoDraw = False
59.6303 	EXP 	image: autoDraw = False
59.6303 	EXP 	image: image = 'R.png'
59.6303 	EXP 	back: autoDraw = True
60.6213 	EXP 	image: autoDraw = True
61.2540 	DATA 	Keypress: 0
61.2708 	EXP 	New trial (rep=1, index=3): {'sound': 'L.wav', 'button': 'R.png', 'corr': 1, 'congruent': 0}
61.5683 	DATA 	Keypress: 0
61.5754 	EXP 	back: autoDraw = False
61.5754 	EXP 	image: autoDraw = False
61.5754 	EXP 	image: image = 'R.png'
61.5754 	EXP 	back: autoDraw = True
